GENE_ID	COMMON	TCGA-BL-A13I-01	TCGA-CF-A1HR-01	TCGA-CF-A1HS-01	TCGA-DK-A1A3-01	TCGA-DK-A1A5-01	TCGA-DK-A1A6-01	TCGA-DK-A1A7-01	TCGA-DK-A1AA-01	TCGA-DK-A1AB-01	TCGA-DK-A1AC-01	TCGA-DK-A1AD-01	TCGA-DK-A1AE-01	TCGA-DK-A1AF-01	TCGA-DK-A1AG-01	TCGA-BT-A20J-01	TCGA-BT-A20N-01	TCGA-BT-A20O-01	TCGA-BT-A20P-01	TCGA-BT-A20Q-01	TCGA-BT-A20T-01	TCGA-BT-A20U-01	TCGA-BT-A20V-01	TCGA-BT-A20W-01	TCGA-BT-A20R-01	TCGA-BT-A20X-01	TCGA-CF-A27C-01	TCGA-DK-A2I1-01	TCGA-DK-A2I2-01	TCGA-G2-A2EC-01	TCGA-G2-A2EJ-01	TCGA-G2-A2EO-01	TCGA-G2-A2ES-01	TCGA-GD-A2C5-01	TCGA-H4-A2HO-01	TCGA-H4-A2HQ-01	TCGA-BT-A2LA-01	TCGA-BT-A2LB-01	TCGA-DK-A2HX-01	TCGA-DK-A2I6-01	TCGA-G2-A2EF-01	TCGA-G2-A2EK-01	TCGA-G2-A2EL-01	TCGA-E5-A2PC-01	TCGA-FD-A3B3-01	TCGA-FD-A3B4-01	TCGA-FT-A3EE-01	TCGA-HQ-A2OE-01	TCGA-BT-A2LD-01	TCGA-CF-A3MG-01	TCGA-CF-A3MH-01	TCGA-CF-A3MI-01	TCGA-DK-A3IL-01	TCGA-DK-A3IM-01	TCGA-DK-A3IN-01	TCGA-DK-A3IQ-01	TCGA-DK-A3IT-01	TCGA-DK-A3IU-01	TCGA-FD-A3B5-01	TCGA-FD-A3B6-01	TCGA-FD-A3B7-01	TCGA-FD-A3B8-01	TCGA-G2-A3IB-01	TCGA-G2-A3IE-01	TCGA-GC-A3I6-01	TCGA-GV-A3JW-01	TCGA-GV-A3JX-01	TCGA-BL-A3JM-01	TCGA-CF-A3MF-01	TCGA-CU-A3KJ-01	TCGA-DK-A2I4-01	TCGA-DK-A3IK-01	TCGA-DK-A3IS-01	TCGA-DK-A3IV-01	TCGA-FD-A3N5-01	TCGA-FD-A3N6-01	TCGA-FD-A3NA-01	TCGA-GV-A3JZ-01	TCGA-BT-A3PH-01	TCGA-BT-A3PJ-01	TCGA-BT-A3PK-01	TCGA-GC-A3RB-01	TCGA-GD-A3OP-01	TCGA-GD-A3OQ-01	TCGA-GD-A3OS-01	TCGA-GV-A3JV-01	TCGA-GV-A3QG-01	TCGA-GV-A3QH-01	TCGA-GV-A3QI-01	TCGA-CU-A3QU-01	TCGA-CU-A3YL-01	TCGA-DK-A3WX-01	TCGA-DK-A3WY-01	TCGA-DK-A3X1-01	TCGA-DK-A3X2-01	TCGA-E7-A3X6-01	TCGA-E7-A3Y1-01	TCGA-FD-A3SJ-01	TCGA-FD-A3SL-01	TCGA-FD-A3SM-01	TCGA-FD-A3SN-01	TCGA-FD-A3SO-01	TCGA-FD-A3SP-01	TCGA-FD-A3SQ-01	TCGA-FD-A3SR-01	TCGA-FD-A3SS-01	TCGA-G2-A3VY-01	TCGA-GC-A3BM-01	TCGA-GC-A3OO-01	TCGA-GC-A3RC-01	TCGA-GC-A3RD-01	TCGA-GC-A3WC-01	TCGA-GV-A3QF-01	TCGA-K4-A3WS-01	TCGA-K4-A3WV-01	TCGA-BT-A42B-01	TCGA-BT-A42C-01	TCGA-DK-A3WW-01	TCGA-FJ-A3Z7-01	TCGA-FJ-A3ZE-01	TCGA-FJ-A3ZF-01	TCGA-GC-A3YS-01	TCGA-GU-A42R-01	TCGA-GV-A3QK-01	TCGA-GV-A40E-01	TCGA-GV-A40G-01	TCGA-K4-A3WU-01	TCGA-BT-A42E-01	TCGA-BT-A42F-01	TCGA-CF-A47S-01	TCGA-CF-A47T-01	TCGA-CF-A47V-01	TCGA-CF-A47W-01	TCGA-CF-A47X-01	TCGA-CF-A47Y-01	TCGA-FD-A43N-01	TCGA-FD-A43P-01	TCGA-FD-A43S-01	TCGA-FD-A43U-01	TCGA-FD-A43X-01	TCGA-GU-A42P-01	TCGA-GU-A42Q-01	TCGA-E7-A4IJ-01	TCGA-E7-A4XJ-01	TCGA-E7-A519-01	TCGA-E7-A541-01	TCGA-FD-A43Y-01	TCGA-FD-A5BR-01	TCGA-FD-A5BS-01	TCGA-FD-A5BT-01	TCGA-FD-A5BU-01	TCGA-FD-A5BV-01	TCGA-FD-A5BX-01	TCGA-FJ-A3Z9-01	TCGA-GC-A4ZW-01	TCGA-HQ-A2OF-01	TCGA-HQ-A5ND-01	TCGA-K4-A4AC-01	TCGA-K4-A54R-01	TCGA-MV-A51V-01	TCGA-CF-A5U8-01	TCGA-CF-A5UA-01	TCGA-CU-A5W6-01	TCGA-E7-A5KE-01	TCGA-E7-A5KF-01	TCGA-FD-A5BY-01	TCGA-FD-A5BZ-01	TCGA-FD-A5C0-01	TCGA-FD-A5C1-01	TCGA-HQ-A5NE-01	TCGA-K4-A4AB-01	TCGA-K4-A5RI-01	TCGA-K4-A5RJ-01	TCGA-LT-A5Z6-01	TCGA-BL-A5ZZ-01	TCGA-DK-A6AV-01	TCGA-DK-A6AW-01	TCGA-DK-A6B1-01	TCGA-DK-A6B2-01	TCGA-DK-A6B6-01	TCGA-E7-A677-01	TCGA-E7-A678-01	TCGA-FD-A62N-01	TCGA-FD-A62O-01	TCGA-FD-A62P-01	TCGA-FD-A62S-01	TCGA-FT-A61P-01	TCGA-K4-A5RH-01	TCGA-LC-A66R-01	TCGA-R3-A69X-01	TCGA-DK-A6B0-01	TCGA-DK-A6B5-01	TCGA-E5-A4TZ-01	TCGA-E5-A4U1-01	TCGA-GC-A6I1-01	TCGA-GC-A6I3-01	TCGA-GD-A6C6-01	TCGA-K4-A6FZ-01	TCGA-K4-A6MB-01	TCGA-PQ-A6FI-01	TCGA-PQ-A6FN-01	TCGA-S5-A6DX-01	TCGA-E7-A6ME-01	TCGA-E7-A6MF-01	TCGA-E7-A7DU-01	TCGA-FD-A6TF-01	TCGA-FD-A6TG-01	TCGA-FD-A6TH-01	TCGA-FD-A6TI-01	TCGA-GD-A76B-01	TCGA-GU-A763-01	TCGA-GU-A766-01	TCGA-GU-A767-01	TCGA-CU-A72E-01	TCGA-E7-A7DV-01	TCGA-FD-A6TA-01	TCGA-FD-A6TB-01	TCGA-FD-A6TC-01	TCGA-FD-A6TD-01	TCGA-FD-A6TE-01	TCGA-FD-A6TK-01	TCGA-GU-A762-01	TCGA-GV-A6ZA-01	TCGA-KQ-A41N-01	TCGA-KQ-A41P-01	TCGA-KQ-A41Q-01	TCGA-KQ-A41S-01	TCGA-UY-A78K-01	TCGA-UY-A78L-01	TCGA-UY-A78N-01	TCGA-UY-A78O-01	TCGA-CF-A7I0-01	TCGA-E7-A6MD-01	TCGA-E7-A7PW-01	TCGA-E7-A7XN-01	TCGA-E7-A85H-01	TCGA-FJ-A871-01	TCGA-GU-A764-01	TCGA-K4-A83P-01	TCGA-KQ-A41O-01	TCGA-KQ-A41R-01	TCGA-UY-A78M-01	TCGA-CF-A8HX-01	TCGA-CF-A8HY-01	TCGA-E7-A8O7-01	TCGA-E7-A8O8-01	TCGA-LT-A8JT-01	TCGA-UY-A78P-01	TCGA-UY-A8OC-01	TCGA-UY-A8OD-01	TCGA-XF-A8HB-01	TCGA-XF-A8HC-01	TCGA-XF-A8HD-01	TCGA-XF-A8HE-01	TCGA-XF-A8HF-01	TCGA-XF-A8HG-01	TCGA-YC-A89H-01	TCGA-2F-A9KO-01	TCGA-2F-A9KP-01	TCGA-2F-A9KQ-01	TCGA-2F-A9KR-01	TCGA-2F-A9KT-01	TCGA-2F-A9KW-01	TCGA-CF-A9FF-01	TCGA-CF-A9FH-01	TCGA-CF-A9FL-01	TCGA-CF-A9FM-01	TCGA-E7-A97P-01	TCGA-E7-A97Q-01	TCGA-K4-AAQO-01	TCGA-S5-AA26-01	TCGA-SY-A9G0-01	TCGA-SY-A9G5-01	TCGA-UY-A9PA-01	TCGA-UY-A9PB-01	TCGA-UY-A9PD-01	TCGA-UY-A9PE-01	TCGA-UY-A9PF-01	TCGA-UY-A9PH-01	TCGA-XF-A8HH-01	TCGA-XF-A8HI-01	TCGA-YC-A8S6-01	TCGA-YF-AA3L-01	TCGA-ZF-A9R0-01	TCGA-ZF-A9R3-01	TCGA-ZF-A9R4-01	TCGA-ZF-A9R7-01	TCGA-ZF-A9R9-01	TCGA-ZF-A9RC-01	TCGA-ZF-A9RE-01	TCGA-ZF-A9RF-01	TCGA-ZF-A9RL-01	TCGA-ZF-A9RM-01	TCGA-ZF-AA4N-01	TCGA-ZF-AA4R-01	TCGA-ZF-AA4T-01	TCGA-ZF-AA4U-01	TCGA-ZF-AA4V-01	TCGA-ZF-AA4W-01	TCGA-ZF-AA4X-01	TCGA-4Z-AA7M-01	TCGA-4Z-AA7N-01	TCGA-4Z-AA7O-01	TCGA-4Z-AA7Q-01	TCGA-4Z-AA7R-01	TCGA-4Z-AA7S-01	TCGA-4Z-AA7W-01	TCGA-4Z-AA7Y-01	TCGA-4Z-AA80-01	TCGA-4Z-AA81-01	TCGA-4Z-AA82-01	TCGA-4Z-AA83-01	TCGA-4Z-AA84-01	TCGA-4Z-AA86-01	TCGA-4Z-AA87-01	TCGA-4Z-AA89-01	TCGA-DK-AA6L-01	TCGA-DK-AA6M-01	TCGA-DK-AA6P-01	TCGA-DK-AA6Q-01	TCGA-DK-AA6S-01	TCGA-DK-AA6T-01	TCGA-DK-AA6U-01	TCGA-DK-AA6W-01	TCGA-DK-AA71-01	TCGA-DK-AA74-01	TCGA-DK-AA75-01	TCGA-DK-AA76-01	TCGA-DK-AA77-01	TCGA-G2-AA3B-01	TCGA-G2-AA3C-01	TCGA-G2-AA3D-01	TCGA-GU-AATO-01	TCGA-GU-AATP-01	TCGA-GU-AATQ-01	TCGA-XF-A9SH-01	TCGA-XF-A9SI-01	TCGA-XF-A9SJ-01	TCGA-XF-A9SL-01	TCGA-XF-A9SP-01	TCGA-XF-A9SU-01	TCGA-XF-A9SX-01	TCGA-XF-A9SZ-01	TCGA-XF-A9T0-01	TCGA-XF-A9T4-01	TCGA-XF-A9T8-01	TCGA-YC-A9TC-01	TCGA-ZF-A9R1-01	TCGA-ZF-A9R2-01	TCGA-ZF-AA51-01	TCGA-ZF-AA52-01	TCGA-ZF-AA53-01	TCGA-ZF-AA54-01	TCGA-ZF-AA56-01	TCGA-ZF-AA5H-01	TCGA-ZF-AA5P-01	TCGA-5N-A9KI-01	TCGA-5N-A9KM-01	TCGA-DK-AA6R-01	TCGA-DK-AA6X-01	TCGA-G2-AA3F-01	TCGA-UY-A8OB-01	TCGA-XF-A9SG-01	TCGA-XF-A9SK-01	TCGA-XF-A9SM-01	TCGA-XF-A9ST-01	TCGA-XF-A9SV-01	TCGA-XF-A9SW-01	TCGA-XF-A9SY-01	TCGA-XF-A9T2-01	TCGA-XF-A9T3-01	TCGA-XF-A9T5-01	TCGA-XF-A9T6-01	TCGA-XF-AAME-01	TCGA-XF-AAMF-01	TCGA-XF-AAMG-01	TCGA-XF-AAMH-01	TCGA-XF-AAMJ-01	TCGA-XF-AAML-01	TCGA-XF-AAMQ-01	TCGA-XF-AAMR-01	TCGA-XF-AAMT-01	TCGA-XF-AAMW-01	TCGA-XF-AAMX-01	TCGA-XF-AAMY-01	TCGA-XF-AAMZ-01	TCGA-XF-AAN0-01	TCGA-XF-AAN1-01	TCGA-XF-AAN2-01	TCGA-XF-AAN3-01	TCGA-XF-AAN4-01	TCGA-XF-AAN5-01	TCGA-XF-AAN7-01	TCGA-XF-AAN8-01	TCGA-YF-AA3M-01	TCGA-ZF-A9R5-01	TCGA-ZF-A9RD-01	TCGA-ZF-A9RG-01	TCGA-ZF-A9RN-01	TCGA-ZF-AA58-01	TCGA-ZF-AA5N-01	TCGA-BL-A0C8-01	TCGA-BL-A13J-01	TCGA-BT-A0S7-01	TCGA-BT-A0YX-01	TCGA-C4-A0EZ-01	TCGA-C4-A0F0-01	TCGA-C4-A0F1-01	TCGA-C4-A0F6-01	TCGA-C4-A0F7-01	TCGA-CU-A0YN-01	TCGA-CU-A0YO-01	TCGA-CU-A0YR-01	TCGA-DK-A1A6-06	
90	ACVR1	1108.0097	822.7706	752.5403	432.9424	1007.3109	474.2563	317.9456	945.4142	1214.3834	288.0644	614.7410	942.3238	1008.8565	545.1034	753.3578	667.3889	886.8664	633.3609	877.7046	685.0907	860.4242	333.5392	399.6164	922.4101	881.4348	622.0671	433.7458	927.6615	1068.5240	539.4737	704.2503	939.3906	709.7871	473.4617	739.1701	387.8930	729.7971	776.5957	474.5098	611.9647	983.8891	300.1222	1083.8568	707.9940	974.8207	614.1890	263.3403	427.7168	472.0379	418.6420	283.4535	263.2623	815.1318	728.5981	1770.7692	526.4196	485.9561	900.8112	630.9817	757.6953	942.2560	1357.4130	304.0987	814.5456	320.8855	560.3373	502.3612	161.0596	606.4941	661.9488	340.7995	513.9703	288.7453	568.5388	735.0993	689.7810	356.6122	309.2243	607.4617	754.0520	434.6344	740.4242	903.1967	621.5001	289.2224	590.3890	381.5029	456.4293	244.0807	506.0465	745.2815	474.5182	477.0591	129.8774	879.0698	265.7710	359.4933	986.4897	1198.8418	960.0178	555.7029	955.5373	1324.6025	525.6079	297.9381	1264.6871	684.3260	591.9568	1259.1378	297.1790	963.4961	545.8229	924.1114	1431.6325	NaN	678.1637	653.2258	354.1667	446.4711	253.7764	839.8876	594.5056	232.2702	429.5538	389.6698	576.7919	415.8152	699.4769	392.2018	302.1148	451.9966	313.2075	485.8593	517.4986	413.4769	452.7260	417.4757	368.3899	495.4884	322.9892	1053.9984	591.5570	195.4970	227.3642	336.1220	1337.5715	491.1906	650.0462	318.5965	1320.7246	278.5259	1240.1316	237.5622	472.6340	711.1928	765.3933	591.2551	499.1896	372.6937	625.2643	274.8509	506.8640	372.9958	572.5490	966.8199	877.6347	310.6091	666.7529	529.2851	1501.5561	1345.0752	317.2805	143.3766	1184.3907	292.7757	392.6014	321.3560	530.9883	285.0014	614.7334	414.8728	483.4931	438.8385	412.2867	1189.8012	767.2584	811.6746	402.0319	1375.4640	548.0642	1395.6555	686.7823	132.7750	681.5320	193.3806	81.3461	618.9483	683.9453	400.5995	582.5406	249.0272	339.6226	769.7806	431.5975	458.1863	576.2232	410.9722	682.5963	329.8424	362.7466	559.3316	864.4689	819.9753	668.9527	646.3270	632.0702	610.3638	496.2064	203.4700	697.9290	618.0931	442.5511	731.9588	431.6466	413.9904	645.9459	261.5132	523.1926	242.9083	430.8663	312.0322	782.9146	202.1196	630.0222	330.1850	562.2299	768.7520	579.9140	503.5405	214.4748	299.6665	292.4298	259.0320	593.0209	385.0538	538.0141	694.2451	1537.8056	1530.5367	539.8815	196.6496	506.9292	738.7366	376.6307	267.1978	367.8601	580.1749	322.5135	407.0468	711.3458	413.7931	245.5755	449.2699	459.0267	551.7659	673.2733	776.3348	411.8319	468.0647	211.6570	922.7213	724.0693	619.4581	837.5809	440.2680	290.8762	432.7273	323.3045	383.2952	666.9912	724.9040	153.0083	360.5244	856.4194	312.0538	359.2942	609.9912	505.7402	732.0192	290.4205	623.2452	171.0628	1473.2824	958.6969	350.3401	861.0671	336.4301	597.2309	216.1081	286.4924	564.2181	850.5403	549.0066	581.2194	291.9521	365.0664	628.7288	407.2639	435.2617	726.4244	535.3135	307.8526	828.2558	73.9400	559.1398	669.6196	466.7350	342.5796	1122.4842	1090.9266	81.5972	427.0334	469.6842	374.5342	655.4850	262.1005	613.5842	364.1591	197.4668	656.5292	310.2102	377.2358	781.1127	964.9596	474.7010	536.3592	332.6446	610.8453	709.2111	397.8276	673.9772	473.5645	275.2391	1500.7774	839.5162	521.5708	1049.1726	397.8841	498.8696	543.5807	542.6997	1059.2105	1498.8972	554.1672	837.6876	686.2106	1208.7379	424.4664	717.4254	254.3756	251.1239	NaN	1114.1453	802.1442	243.7257	407.4074	799.5846	751.6379	575.8718	756.0976	450.0711	228.9501	847.7393	NaN	420.0981	767.2594	1303.4033	309.6734	661.8217	1087.1352	912.9887	1404.9814	251.3228	458.0459	272.2646	504.5273	545.0139	373.4166	1039.8493	850.4582	736.0454	1551.1412	936.3723	338.3851	593.5484	756.9258	NaN	189.1503	654.3002	256.4417	453.3256	465.0356	535.8232	938.3451	318.3112	544.8307	1130.3765	532.4508	503.1623	587.6266	751.7241	601.7602	NaN	
324	APC	434.8706	421.7611	787.2086	656.1531	782.8989	416.9546	742.8921	890.8283	1168.0476	613.9307	513.9442	1001.9504	927.6589	574.5287	526.8620	501.6251	770.0670	446.7382	669.3321	340.5421	665.2294	284.1260	629.7954	456.4369	1335.9186	624.0062	258.2677	557.3248	409.7101	791.8975	260.3622	504.8757	451.4646	547.3618	652.9868	609.1684	305.0908	613.6968	364.1723	455.8352	681.5287	1217.2983	375.3141	530.6184	634.2877	1057.9093	478.4015	327.0189	345.4976	249.0960	472.6569	346.5543	1060.5957	637.7570	643.5897	549.6845	414.3902	788.7168	320.4085	562.7466	970.7625	268.9107	261.7893	1021.0280	688.3456	397.2085	882.6227	437.6159	1231.7834	553.3867	497.6959	548.2803	763.9660	508.4668	911.1189	573.6563	495.1904	618.4486	514.6684	558.0139	554.5545	723.9432	689.5825	653.4165	469.6680	488.7218	620.5280	1401.7003	520.2606	654.8837	594.5091	537.9015	340.6763	1056.2365	399.5772	625.5841	532.1940	654.6575	431.1549	382.4967	815.6499	612.5978	595.4596	654.9137	149.8282	402.2989	825.7697	539.4801	492.5023	592.8988	789.7172	441.4253	489.4332	317.3862	NaN	424.2571	364.8008	516.5441	324.7423	290.0302	310.3933	824.4558	518.1989	304.8187	306.6362	406.8532	294.0915	315.2639	288.7360	274.9245	393.7371	253.7736	880.3481	354.5611	441.3876	763.6301	228.4108	166.0588	374.6567	501.5833	665.2927	410.6360	356.5806	99.5976	291.3386	433.5664	268.5531	247.4608	205.6140	459.2435	200.5670	302.6316	407.9602	407.9813	587.0098	481.3483	314.2757	201.5618	388.6839	384.2495	269.8807	654.2884	552.3207	505.0980	288.4228	419.7892	392.4970	266.5976	354.4358	448.1685	369.6716	525.2125	731.4286	964.3800	326.3625	288.7828	450.1626	582.0771	721.4097	479.5521	283.7573	316.8264	376.2975	531.8771	630.7331	322.4852	349.0321	520.3193	638.4315	332.8911	534.1898	706.1060	1009.8949	288.5624	140.1504	136.0326	359.3893	612.3110	571.2774	226.6368	300.3891	522.8401	956.2518	310.6796	251.5045	576.2232	273.0076	429.7432	288.3916	176.5042	431.0967	270.0157	639.9507	272.7540	472.1564	348.9277	285.7773	321.6995	631.2303	415.9245	229.6321	411.8793	289.9485	285.7143	366.6623	472.9730	270.9704	172.5867	603.9672	266.7814	340.8175	1126.1307	348.9780	600.9367	471.0744	265.3414	251.9584	447.0170	116.4437	361.8711	209.6236	305.8608	252.8971	614.5121	399.6200	538.8305	264.6483	432.0637	309.6854	328.3249	292.6051	837.7097	719.4106	181.5088	342.5770	425.8173	460.0583	566.7915	632.8234	786.8491	341.4358	510.0010	379.7108	395.0970	714.3856	594.3923	566.1376	394.9578	442.4631	521.2233	766.8428	250.0710	464.2857	255.1316	287.0006	246.6125	511.8182	313.5567	596.6819	627.5560	504.4263	141.5975	341.5878	465.9102	417.4717	296.5603	275.1972	219.3353	1148.1087	454.2696	532.6926	462.3739	345.2730	378.7086	408.6492	511.8859	365.2312	507.5844	380.5903	751.6340	547.9946	257.3566	360.9272	517.5790	549.1262	161.2322	643.4144	723.0024	355.3719	777.5049	412.5413	588.0974	458.3194	389.1355	530.4659	181.8656	284.6274	974.7742	249.8078	855.8238	396.4120	439.2944	603.4550	434.1615	203.9891	162.5571	903.7858	535.6972	230.2552	340.4922	480.9266	122.1319	339.6779	208.4456	432.3827	376.2811	185.9504	391.8129	296.6885	269.5180	276.1485	155.2018	412.8587	571.5901	612.5823	345.7137	336.6430	634.2407	320.2713	236.7491	376.7218	937.2470	406.7049	367.8272	575.3196	320.9555	311.1650	508.4059	460.7535	560.0237	386.2967	NaN	228.2906	269.0058	302.2413	388.4141	466.2513	468.7314	378.8878	252.3860	374.5753	239.5989	558.5411	NaN	463.6747	322.6987	411.2962	260.6784	619.6093	653.4840	519.9664	840.9492	256.0847	544.4983	507.2095	730.8946	493.7673	694.0829	550.7534	679.5294	438.0322	906.1708	306.7426	364.3592	705.0691	442.3592	NaN	486.7979	301.8550	217.1779	745.0408	709.3528	596.0366	797.7285	369.7109	492.4049	995.8462	410.3696	1115.0152	751.6741	710.3448	903.1903	NaN	
51742	ARID4B	565.1294	563.0959	639.0915	967.7854	1110.8042	893.0479	925.7108	1164.7318	1183.4929	1037.1019	1250.5936	1322.2402	1067.1683	1011.3471	829.6703	934.9946	1058.2935	662.2626	1071.9661	1337.3290	1083.6906	978.7956	1175.8312	779.8006	1181.1924	894.3184	841.3948	936.3057	714.9442	767.6593	638.1810	968.5828	1432.7702	819.4207	1463.2923	976.4913	827.2517	584.2686	766.9745	888.1883	1340.2023	1272.2280	936.8719	813.7587	1182.8140	1199.2153	1721.1827	829.0130	740.8104	605.8859	1007.9128	736.7377	734.1458	776.9346	858.9744	905.7571	746.8257	894.8673	413.0887	819.4317	1085.8441	610.4387	569.4138	904.5617	675.8834	1063.6813	1167.4957	1038.4106	1028.1226	1151.2310	512.2709	801.0599	951.3154	593.4197	1239.8083	746.1845	1104.8721	817.9595	512.3023	775.4052	1180.9577	1282.9818	959.7202	1291.1649	1203.8199	1145.5639	841.4310	1111.3363	1012.8714	1061.8605	610.0358	1173.9957	706.6087	1362.0361	1411.6279	1157.3715	879.2414	758.0090	1290.0394	693.4696	1464.9204	922.0255	1319.5419	999.9305	701.9416	2278.2152	1172.4500	854.3404	488.2849	910.0195	1226.7352	815.7597	1081.2632	685.0366	NaN	834.0280	781.2998	909.3137	1694.7780	962.2356	1521.8961	1370.2102	920.8255	628.9253	702.5172	909.3552	794.7579	470.2806	655.7569	554.4109	1174.8999	658.9623	1365.8448	917.3838	846.4912	947.8054	592.7440	650.0665	1017.6540	1112.2863	875.0371	652.4123	615.7789	336.0161	734.9262	586.6434	683.3956	539.3167	301.7544	799.9254	644.9327	440.7895	822.7612	955.7240	1298.4273	670.8989	494.4878	782.5313	450.7995	802.3256	522.5845	1171.9997	985.2321	1636.6078	827.8110	807.3770	659.2699	820.8412	688.1998	1046.5789	860.7286	842.8725	424.5506	670.5741	659.9556	608.5919	779.1148	1399.4933	757.0349	775.9186	542.0744	556.4430	981.3691	515.9754	845.7279	622.4753	823.7689	805.5370	1090.7014	836.5698	1040.3178	902.2634	928.8504	1042.4502	446.0556	310.3457	915.0968	802.9122	709.8722	351.4270	400.7782	1384.5233	1306.8561	720.2118	428.3046	1123.3320	451.8747	722.4679	701.7749	313.6501	465.2343	379.3825	749.7945	342.9019	985.1896	799.5511	906.7255	584.2185	867.5268	495.7613	478.8786	945.9591	862.7577	849.8742	942.9203	840.9910	569.2640	956.1220	826.3079	765.9208	727.1157	1466.4422	1035.8441	720.6409	511.6096	435.6093	518.9398	1167.4653	1100.2360	1249.7793	481.6579	1034.1880	937.9686	1060.8896	622.5459	871.7788	669.5289	669.6987	811.8445	421.1797	423.6672	818.9460	936.6735	483.8344	1097.7172	705.5442	1018.6589	1103.4415	1015.2990	1823.4765	1152.2159	815.7922	1135.0408	742.9667	1472.8953	1430.0678	1043.7710	1219.1489	922.7721	847.3478	1112.8732	915.8852	1103.4483	540.5703	695.5633	432.7010	758.8545	621.4270	583.9703	1822.7507	966.7613	471.4730	812.0903	1044.4678	833.2633	1306.7189	1061.3497	766.7674	1304.3527	856.9788	838.2446	830.1009	903.1122	1681.6347	663.2653	792.1236	673.2735	633.7077	700.7504	2574.8148	1149.5448	910.3907	780.1325	899.2790	943.1243	334.9173	664.0523	865.9952	797.7961	1921.4145	753.1353	893.4445	758.6207	798.1291	994.9821	747.9052	479.1183	1207.8185	850.6670	1123.0262	1435.7176	909.4796	1049.3577	1090.8137	499.5467	544.2922	938.0201	938.6632	677.8712	310.3935	658.1896	535.8266	950.9517	642.4079	698.2521	699.2387	378.0992	678.3626	562.7793	564.1548	581.4419	535.5316	845.3773	1009.1675	740.2036	786.9718	1350.1844	1052.2513	1036.9254	525.9128	490.2342	752.6164	790.5249	493.3479	841.6898	590.9490	576.6990	637.6535	1037.6766	1177.3296	361.4943	NaN	837.7936	704.6784	500.3355	894.5869	749.7404	815.2233	853.9114	640.5090	633.0033	295.7474	857.2354	NaN	726.1137	429.3305	720.4924	743.2161	1368.7243	881.1975	836.4859	920.1804	570.6614	1093.8274	588.6344	1053.0460	572.0222	770.4321	1195.3311	942.5505	1316.9347	622.1471	648.6230	642.4121	1093.1152	699.7319	NaN	979.0639	661.4671	370.5521	1050.9802	1103.5919	813.2622	395.3488	1541.1436	372.9536	1057.6980	681.6474	875.2526	883.3328	945.8886	924.6425	NaN	
